UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Sonoma Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A6141,21,2020-09-18T14:36:17Z,2020-09-18T15:39:15Z,Complete,1990,Sonoma,La Luz II,Not at all,1,Not at all,1,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,NA,Often,4,12,Somewhat Disagree,3,Strongly Disagree,6,Strongly Agree,1,Strongly Disagree,6,Somewhat Agree,3,Agree,5,Somewhat Disagree,3,Somewhat Disagree,3,Somewhat Disagree,3,Strongly Disagree,1,34,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Often,3,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Always,4,Rarely,1,Always,4,N/A,0,24,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Always,5,Always,5,18,Always,5,Always,5,Always,5,Always,5,Never,1,21,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Slightly Agree,4,Slightly Disagree,3,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Agree,3,Agree,1,Disagree,3,Neutral,2,Agree,1,Strongly Disagree,4,Agree,1,Strongly Disagree,4,Agree,1,42
A1295,22,2020-09-18T15:26:37Z,2020-09-18T15:41:13Z,Complete,1986,Sonoma,La Luz I,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,4,16,Disagree,2,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Often,3,N/A,0,23,N/A,0,Often,3,Rarely,1,Rarely,1,Rarely,1,6,Often,4,Always,5,Often,4,Often,4,17,Always,5,Often,4,Often,4,Often,4,Often,4,21,Disagree,5,Agree,2,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Disagree,3,Agree,3,Agree,3,Disagree,3,Agree,1,Neutral,2,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,50
A2944,23,2020-09-18T16:00:17Z,2020-09-18T17:11:28Z,Complete,1986,Sonoma,La Luz I,Every day,4,Not at all,1,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Always,5,17,Strongly Disagree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Disagree,1,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Rarely,1,Often,3,Always,4,Rarely,1,Rarely,1,Often,3,N/A,0,33,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Slightly Agree,3,Disagree,5,Strongly Disagree,6,Strongly Disagree,1,Strongly Disagree,1,Strongly Disagree,1,20,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Agree,1,Neutral,2,Strongly Agree,0,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Agree,0,36
A9695,25,2020-09-18T20:48:03Z,2020-09-18T20:57:29Z,Complete,1991,Sonoma,La Luz II,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,4,13,Somewhat Agree,4,Disagree,5,Strongly Disagree,6,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Disagree,2,Strongly Agree,6,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,17,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Sometimes,3,Always,5,Often,4,16,Sometimes,3,Always,5,Often,4,Always,5,Often,4,21,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Agree,5,50,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Strongly Agree,4,Disagree,1,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,56
A1559,26,2020-09-21T14:35:25Z,2020-09-21T15:44:22Z,Complete,1984,Sonoma,La Luz II,1 to 2 times  a week,2,Every day,4,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,19,Agree,5,Somewhat Disagree,4,Strongly Agree,1,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,Agree,5,44,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Often,3,Always,4,Sometimes,2,Rarely,1,Always,4,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Always,4,N/A,0,30,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Always,5,Always,5,18,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Agree,1,Strongly Agree,1,Strongly Disagree,6,Slightly Agree,3,Slightly Agree,3,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,28,"As an infant, 0 to 6 months",5,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Strongly Disagree,4,Strongly Agree,0,Strongly Agree,0,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,0,29
A7486,27,2020-09-21T14:40:34Z,2020-09-21T15:24:50Z,Complete,1991,Sonoma,La Luz I,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Always,5,16,Somewhat Disagree,3,Strongly Agree,1,Strongly Agree,1,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Somewhat Disagree,3,Strongly Disagree,1,32,N/A,0,Rarely,1,Rarely,1,Often,3,5,Often,3,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Often,3,Rarely,1,Rarely,1,Rarely,1,Rarely,1,N/A,0,15,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Seldom,2,Seldom,2,Seldom,2,Often,4,10,Often,4,Often,4,Often,4,Often,4,Often,4,20,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,3,Slightly Disagree,3,Slightly Disagree,3,33,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Agree,3,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,55
A3818,28,2020-09-21T15:36:06Z,2020-09-21T15:46:56Z,Partial,1968,Sonoma,McKinley,Not at all,NA,Not at all,NA,Not at all,NA,Not at all,NA,Parents should <strong>always</strong> spend time teaching their children,NA,Always,NA,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,Somewhat Disagree,NA,NA,Sometimes,NA,Often,NA,Often,NA,Often,NA,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,NA,Sometimes,NA,Often,NA,Rarely,NA,Often,NA,Often,NA,NA,Never,NA,Never,NA,Never,NA,Never,NA,NA,Never,NA,Never,NA,Never,NA,Never,NA,Never,NA,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,NA,"As an infant, 0 to 6 months",NA,"As an infant, 0 to 6 months",NA,"As an infant, 0 to 6 months",NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,Strongly Disagree,NA,NA
A7383,29,2020-09-21T16:18:59Z,2020-09-21T16:52:12Z,Complete,1986,Sonoma,La Luz II,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,4,14,Agree,5,Somewhat Disagree,4,Somewhat Agree,3,Disagree,5,Somewhat Agree,3,Agree,5,Strongly Agree,6,Somewhat Agree,4,Somewhat Disagree,3,Strongly Agree,6,44,Often,3,Often,3,Often,3,N/A,0,9,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,21,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Always,5,Always,5,18,Always,5,Always,5,Often,4,Always,5,Always,5,24,Slightly Agree,3,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Disagree,3,Strongly Agree,6,Strongly Disagree,1,38,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Agree,1,Agree,3,Agree,3,Disagree,3,Strongly Disagree,4,Neutral,2,Agree,1,Agree,1,Agree,1,Agree,1,Disagree,3,35
A5245,30,2020-09-21T16:29:04Z,2020-09-21T16:56:50Z,Partial,1981,Sonoma,La Luz II,Not at all,NA,Not at all,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,NA,NA,Agree,NA,Somewhat Agree,NA,Strongly Agree,NA,Strongly Disagree,NA,Agree,NA,Agree,NA,Agree,NA,Agree,NA,Somewhat Agree,NA,Strongly Agree,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,NA,Often,NA,Rarely,NA,Sometimes,NA,Always,NA,Always,NA,Rarely,NA,Rarely,NA,Sometimes,NA,Always,NA,Rarely,NA,Always,NA,N/A,NA,NA,N/A,NA,Rarely,NA,Rarely,NA,Rarely,NA,Rarely,NA,NA,Sometimes,NA,Always,NA,Sometimes,NA,Always,NA,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5245,32,2020-09-23T16:25:17Z,2020-09-23T16:38:08Z,Complete,1981,Sonoma,La Luz II,Not at all,1,Not at all,1,Not at all,1,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,4,8,Agree,5,Somewhat Agree,3,Strongly Agree,1,Strongly Disagree,6,Agree,2,Strongly Agree,6,Agree,5,Agree,5,Somewhat Agree,4,Somewhat Agree,4,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Rarely,1,Sometimes,2,Always,4,Always,4,Sometimes,2,Rarely,1,Sometimes,2,Always,4,Rarely,1,Always,4,N/A,0,28,Always,4,Rarely,1,Rarely,1,Rarely,1,Rarely,1,8,Often,4,Always,5,Sometimes,3,Always,5,17,Always,5,Always,5,Always,5,Always,5,Always,5,25,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,51,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,0,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Agree,0,34
A4133,33,2020-09-28T14:37:57Z,2020-09-28T14:53:48Z,Complete,1983,Sonoma,La Luz I,Not at all,1,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,14,Strongly Agree,6,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Sometimes,2,Always,4,Always,4,Rarely,1,Rarely,1,Rarely,1,Always,4,Always,4,Rarely,1,Always,4,N/A,0,27,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,47
A8244,34,2020-09-29T14:29:01Z,2020-09-29T14:45:27Z,Complete,1987,Sonoma,La Luz II,1 to 2 times  a week,2,Not at all,1,Not at all,1,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Sometimes,3,11,Strongly Agree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Always,4,Rarely,1,Sometimes,2,N/A,0,20,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Sometimes,3,Always,5,15,Always,5,Always,5,Always,5,Always,5,Sometimes,3,23,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Strongly Disagree,6,Strongly Agree,1,Slightly Agree,3,Strongly Disagree,1,Strongly Agree,6,Slightly Agree,4,24,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,55
A8284,35,2020-10-02T16:23:51Z,2020-10-02T16:33:48Z,Complete,1994,Sonoma,La Luz II,Not at all,1,1 to 2 times a week,2,NA,NA,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,NA,Sometimes,3,9,Strongly Agree,6,Strongly Agree,1,Strongly Disagree,6,Somewhat Disagree,4,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Disagree,2,Somewhat Agree,4,Somewhat Agree,4,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,N/A,0,13,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Seldom,2,22,Strongly Agree,1,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,44,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Neutral,2,Strongly Disagree,0,Strongly Agree,4,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,42
A2497,36,2020-10-02T16:50:00Z,2020-10-02T16:59:51Z,Complete,1994,Sonoma,La Luz II,1 to 2 times  a week,2,Not at all,1,1 to 2 times a week,2,Not at all,1,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,NA,Rarely,2,8,Somewhat Disagree,3,Somewhat Agree,3,Strongly Agree,1,Strongly Agree,1,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,39,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Always,4,Rarely,1,Always,4,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Always,4,Rarely,1,Always,4,N/A,0,25,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Often,4,Always,5,19,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,58
A1844,37,2020-10-13T16:27:45Z,2020-10-13T16:38:27Z,Complete,1993,Sonoma,La Luz II,Every day,4,Not at all,1,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,NA,Sometimes,3,14,Somewhat Agree,4,Disagree,5,Agree,2,Agree,2,Somewhat Agree,3,Agree,5,Agree,5,Agree,5,Somewhat Agree,4,Strongly Agree,6,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,N/A,0,11,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Sometimes,3,Often,4,15,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,15,Agree,2,Agree,2,Slightly Agree,3,Slightly Agree,3,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,35,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,Agree,1,Neutral,2,Agree,3,Agree,3,Agree,1,Disagree,3,Neutral,2,Agree,1,Agree,1,Agree,1,Disagree,3,Neutral,2,37
A1687,38,2020-10-13T16:40:56Z,2020-10-13T17:09:32Z,Complete,1995,Sonoma,La Luz I,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,14,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,Strongly Disagree,1,48,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Rarely,1,Always,4,Always,4,Rarely,1,Rarely,1,Always,4,Rarely,1,Rarely,1,Always,4,N/A,0,25,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,49,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Agree,0,47
A7794,39,2020-10-16T14:04:57Z,2020-10-16T14:14:08Z,Complete,1980,Sonoma,La Luz II,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,18,Strongly Agree,6,Strongly Agree,1,Somewhat Disagree,4,Somewhat Agree,3,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Often,3,Always,4,Always,4,Rarely,1,Rarely,1,Always,4,Always,4,Rarely,1,Always,4,N/A,0,30,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Often,4,Always,5,Often,4,18,Always,5,Always,5,Sometimes,3,Often,4,Often,4,21,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,53,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Disagree,1,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Agree,1,48
A7857,40,2020-10-23T15:59:59Z,2020-10-23T16:12:40Z,Complete,1990,Sonoma,La Luz II,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,4,13,Agree,5,Disagree,5,Disagree,5,Somewhat Agree,3,Somewhat Agree,3,Strongly Agree,6,Agree,5,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,48,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Often,3,Often,3,Often,3,Often,3,Rarely,1,Sometimes,2,Often,3,Always,4,Rarely,1,Often,3,Often,3,30,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Often,4,Always,5,Always,5,19,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,63
