UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,San Antonio Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A9756,177,2020-11-19T15:23:53Z,2020-11-19T15:50:59Z,Complete,1981,San Antonio,Fenley (School Based) Family Center,Not at all,1,3 to 6 times a week,3,Not at all,1,1 to 2 times a week,2,NA,NA,Always,5,12,Agree,5,Disagree,5,Disagree,5,Somewhat Agree,3,Agree,2,Agree,5,Somewhat Agree,4,Strongly Agree,6,Disagree,2,Strongly Agree,6,43,N/A,0,N/A,0,N/A,0,Rarely,1,1,Always,4,Rarely,1,Always,4,Often,3,Sometimes,2,Rarely,1,Rarely,1,Always,4,Always,4,Often,3,Always,4,N/A,0,31,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Often,4,Always,5,Sometimes,3,Always,5,Always,5,22,Slightly Disagree,4,Slightly Disagree,4,Disagree,5,Agree,2,Slightly Agree,3,Agree,2,Strongly Agree,6,Disagree,2,Strongly Agree,6,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Neutral,2,Strongly Agree,4,Neutral,2,Agree,1,Disagree,3,Strongly Agree,0,Agree,1,Neutral,2,Disagree,3,Strongly Disagree,4,Agree,1,39
A4512,178,2020-11-19T16:00:23Z,2020-11-19T16:10:43Z,Complete,1984,San Antonio,Cortez Family Center,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Somewhat Agree,4,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Somewhat Disagree,4,Strongly Disagree,1,Agree,5,Somewhat Agree,4,Strongly Disagree,1,Strongly Agree,6,42,Often,3,Sometimes,2,Often,3,Sometimes,2,10,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Rarely,1,Rarely,1,Always,4,Rarely,1,Often,3,28,Always,4,Often,3,Often,3,Rarely,1,Always,4,15,Often,4,Often,4,Often,4,Often,4,16,Often,4,Always,5,Often,4,Sometimes,3,Often,4,20,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Strongly Agree,6,52,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Strongly Disagree,4,Disagree,1,Agree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,55
A2323,181,2020-11-19T17:56:23Z,2020-11-19T18:49:54Z,Complete,1990,San Antonio,Fenley (School Based) Family Center,Not at all,1,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,14,Agree,5,Disagree,5,Somewhat Disagree,4,Disagree,5,Somewhat Agree,3,Somewhat Agree,4,Agree,5,Agree,5,Somewhat Disagree,3,Agree,5,44,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Often,3,Often,3,Sometimes,2,Rarely,1,Rarely,1,N/A,0,21,N/A,0,Sometimes,2,Often,3,Often,3,Sometimes,2,10,Often,4,Sometimes,3,Often,4,Often,4,15,Never,1,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,13,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Agree,4,Agree,5,Strongly Agree,6,45,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Neutral,2,Neutral,2,Agree,3,Agree,1,Neutral,2,Neutral,2,Agree,1,Disagree,3,Neutral,2,Strongly Disagree,4,Neutral,2,40
A8546,182,2020-11-19T17:57:50Z,2020-11-19T18:22:18Z,Complete,1982,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Somewhat Agree,4,Disagree,2,Somewhat Agree,4,45,Sometimes,2,Always,4,Sometimes,2,Sometimes,2,10,Sometimes,2,Sometimes,2,Always,4,Sometimes,2,Always,4,Always,4,Sometimes,2,Often,3,Always,4,Always,4,Often,3,Often,3,37,Always,4,Always,4,Always,4,Always,4,Always,4,20,Often,4,Often,4,Often,4,Often,4,16,Always,5,Often,4,Sometimes,3,Always,5,Sometimes,3,20,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,44,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,43
A2985,183,2020-11-19T21:17:57Z,2020-11-19T21:33:37Z,Complete,2000,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,12,Somewhat Agree,4,Somewhat Agree,3,Somewhat Disagree,4,Somewhat Agree,3,Agree,2,Somewhat Agree,4,Agree,5,Agree,5,Somewhat Disagree,3,Agree,5,38,N/A,0,N/A,0,Rarely,1,Sometimes,2,3,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,24,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,7,Sometimes,3,Often,4,Sometimes,3,Often,4,14,Sometimes,3,Sometimes,3,Sometimes,3,Seldom,2,Often,4,15,Slightly Agree,3,Slightly Disagree,4,Disagree,5,Slightly Disagree,4,Disagree,5,Slightly Agree,3,Agree,5,Agree,5,Agree,5,39,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Neutral,2,Agree,3,Agree,1,Neutral,2,Disagree,3,Neutral,2,Agree,1,Disagree,3,Agree,1,Neutral,2,35
A3932,184,2020-11-19T21:33:51Z,2020-11-19T21:42:03Z,Complete,1997,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,12,Strongly Agree,6,Somewhat Disagree,4,Somewhat Agree,3,Agree,2,Agree,2,Agree,5,Agree,5,Somewhat Agree,4,Somewhat Disagree,3,Agree,5,39,N/A,0,N/A,0,N/A,0,Rarely,1,1,Rarely,1,Sometimes,2,Often,3,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,Rarely,1,23,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,9,Often,4,Always,5,Sometimes,3,Often,4,16,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,16,Disagree,5,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,4,Agree,5,Agree,5,Agree,5,43,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,Agree,1,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Neutral,2,Agree,1,Agree,1,33
A3747,185,2020-11-20T10:29:50Z,2020-11-20T10:48:07Z,Complete,1993,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,15,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,47,Always,4,Sometimes,2,Always,4,Always,4,14,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,46,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Agree,3,Agree,1,Agree,1,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,40
A7197,186,2020-11-22T22:57:35Z,2020-11-22T23:06:58Z,Complete,1985,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Agree,2,Somewhat Agree,3,Agree,2,Somewhat Agree,3,Agree,5,Agree,5,Strongly Agree,6,Somewhat Agree,4,Agree,5,40,N/A,0,Rarely,1,N/A,0,N/A,0,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Always,4,Always,4,Rarely,1,Always,4,N/A,0,26,N/A,0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,5,Always,5,Always,5,Always,5,Always,5,20,Always,5,Never,1,Always,5,Always,5,Always,5,21,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Agree,5,53,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Neutral,2,Disagree,3,Disagree,1,Agree,3,Neutral,2,Disagree,3,Agree,1,Disagree,3,Strongly Agree,0,Disagree,3,Disagree,3,Disagree,3,39
A9553,187,2020-11-23T11:42:18Z,2020-11-23T11:51:11Z,Complete,1985,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,20,Somewhat Agree,4,Disagree,5,Disagree,5,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Somewhat Disagree,3,Strongly Agree,6,Disagree,2,Strongly Agree,6,40,Always,4,Always,4,Always,4,Always,4,16,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,47,Always,4,Always,4,Always,4,Always,4,Always,4,20,Often,4,Often,4,Always,5,Often,4,17,Sometimes,3,Always,5,Always,5,Always,5,Always,5,23,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Agree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,50
A8789,188,2020-11-30T09:27:37Z,2020-11-30T09:59:32Z,Complete,1996,San Antonio,Fenley (School Based) Family Center,Not at all,1,Every day,4,Every day,4,Every day,4,Parents should <strong>always</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,17,Somewhat Agree,4,Disagree,5,Somewhat Agree,3,Disagree,5,Somewhat Agree,3,Somewhat Agree,4,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Agree,5,42,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,7,Often,3,Often,3,Always,4,Sometimes,2,Sometimes,2,Always,4,Always,4,Often,3,Sometimes,2,Often,3,Often,3,Always,4,37,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,13,Always,5,Sometimes,3,Often,4,Often,4,16,Always,5,Often,4,Often,4,Often,4,Often,4,21,Agree,2,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,29,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Neutral,2,Disagree,3,Disagree,1,Agree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,43
A4678,189,2020-11-30T14:04:25Z,2020-11-30T14:19:39Z,Complete,1991,San Antonio,Fenley (School Based) Family Center,Every day,4,Every day,4,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> allow their children to learn <strong>on their own</strong>,0,Always,5,18,Agree,5,Somewhat Disagree,4,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Agree,4,Agree,5,39,Always,4,Always,4,Always,4,Always,4,16,Always,4,Often,3,Often,3,Always,4,Often,3,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Often,3,43,Often,3,Always,4,Often,3,Often,3,Always,4,17,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Often,4,Sometimes,3,22,Slightly Disagree,4,Disagree,5,Disagree,5,Agree,2,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,41,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Neutral,2,Agree,3,Agree,1,Agree,1,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,42
A2888,191,2020-11-30T14:21:29Z,2020-11-30T14:50:02Z,Complete,1992,San Antonio,Fenley (School Based) Family Center,Not at all,1,Not at all,1,Not at all,1,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,12,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Strongly Agree,6,Agree,5,Agree,5,Agree,5,Agree,5,48,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Always,4,Rarely,1,Often,3,Rarely,1,Rarely,1,N/A,0,16,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Never,1,Often,4,Often,4,13,Often,4,Often,4,Always,5,Often,4,Often,4,21,Agree,2,Agree,2,Agree,2,Agree,2,Agree,2,Agree,2,Disagree,2,Disagree,2,Agree,5,21,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Neutral,2,Disagree,3,Disagree,1,Disagree,1,Agree,1,Agree,1,Agree,1,Disagree,3,Agree,1,Neutral,2,Agree,1,Agree,1,30
A3375,192,2020-11-30T15:15:22Z,2020-12-01T08:10:09Z,Complete,1982,San Antonio,Fenley (School Based) Family Center,Every day,4,Every day,4,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,19,Agree,5,Disagree,5,Disagree,5,Agree,2,Disagree,5,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,44,Rarely,1,Always,4,Always,4,Always,4,13,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Always,4,Often,3,Always,4,Always,4,Always,4,19,Always,5,Often,4,Often,4,Always,5,18,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Agree,2,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Neutral,2,NA,NA,Disagree,1,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,38
A8119,193,2020-11-30T16:25:07Z,2020-12-02T08:05:51Z,Complete,1979,San Antonio,Fenley (School Based) Family Center,Not at all,1,Not at all,1,1 to 2 times a week,2,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,9,Agree,5,Disagree,5,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,16,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Always,5,Always,5,18,Always,5,Always,5,Always,5,Often,4,Always,5,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,6,Slightly Agree,4,Strongly Agree,6,46,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Disagree,3,Disagree,1,Disagree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Strongly Agree,0,35
A2845,194,2020-11-30T17:19:06Z,2020-11-30T17:32:12Z,Complete,1984,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,Every day,4,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,17,Somewhat Agree,4,Strongly Disagree,6,Agree,2,Strongly Disagree,6,Agree,2,Somewhat Agree,4,Strongly Agree,6,Somewhat Disagree,3,Disagree,2,Strongly Agree,6,41,N/A,0,Always,4,N/A,0,N/A,0,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Rarely,1,Always,4,Always,4,Rarely,1,Always,4,N/A,0,37,N/A,0,Always,4,Always,4,Often,3,Often,3,14,Sometimes,3,Often,4,Always,5,Often,4,16,Seldom,2,Often,4,Always,5,Often,4,Sometimes,3,18,Agree,2,Disagree,5,Agree,2,Disagree,5,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,4,Agree,5,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Neutral,2,Disagree,3,Strongly Disagree,4,Agree,1,Neutral,2,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,52
A7344,198,2020-12-01T09:03:45Z,2020-12-01T09:38:36Z,Complete,1987,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,15,Agree,5,Somewhat Agree,3,Disagree,5,Disagree,5,Agree,2,Disagree,2,Strongly Agree,6,Somewhat Disagree,3,Disagree,2,Strongly Agree,6,39,N/A,0,Rarely,1,N/A,0,N/A,0,1,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Sometimes,2,Sometimes,2,Rarely,1,Always,4,Always,4,Always,4,Sometimes,2,37,Always,4,Always,4,Always,4,Always,4,Always,4,20,Seldom,2,Always,5,Always,5,Seldom,2,14,Often,4,Always,5,Always,5,Often,4,Seldom,2,20,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Neutral,2,Neutral,2,41
A7292,200,2020-12-01T13:15:08Z,2020-12-01T22:45:46Z,Complete,1986,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,15,Somewhat Agree,4,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Somewhat Agree,4,Agree,5,Agree,5,Strongly Disagree,1,Strongly Agree,6,46,Rarely,1,Always,4,Rarely,1,Always,4,10,Often,3,Always,4,Always,4,Often,3,Always,4,Often,3,Always,4,Often,3,Often,3,Often,3,Always,4,Often,3,41,Always,4,Always,4,Always,4,Always,4,Rarely,1,17,Always,5,Always,5,Always,5,Often,4,19,Seldom,2,Often,4,Always,5,Often,4,Seldom,2,17,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Disagree,2,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Neutral,2,Agree,3,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,0,45
A7479,202,2020-12-02T10:46:54Z,2020-12-02T11:24:01Z,Complete,1992,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Rarely,2,15,Agree,5,Agree,2,Disagree,5,Somewhat Disagree,4,Agree,2,Strongly Agree,6,Agree,5,Agree,5,Agree,5,Agree,5,44,N/A,0,N/A,0,N/A,0,Often,3,3,Always,4,Often,3,Always,4,Often,3,Often,3,Always,4,Rarely,1,Always,4,Often,3,Rarely,1,Always,4,N/A,0,34,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Often,4,Sometimes,3,Often,4,Always,5,Often,4,20,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,48,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,34
A2441,203,2020-12-02T11:03:37Z,2020-12-02T11:28:45Z,Complete,1983,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,15,Somewhat Agree,4,Disagree,5,Somewhat Agree,3,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Agree,4,38,Always,4,N/A,0,N/A,0,N/A,0,4,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,Rarely,1,Rarely,1,Always,4,Often,3,Rarely,1,Sometimes,2,N/A,0,25,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Sometimes,3,Always,5,Always,5,Always,5,Always,5,23,Agree,2,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Agree,3,Disagree,5,Slightly Agree,4,Slightly Agree,4,Agree,5,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Disagree,3,Disagree,1,Agree,3,Neutral,2,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Agree,1,Disagree,3,45
A7631,205,2020-12-02T16:46:56Z,2020-12-02T17:20:54Z,Complete,1998,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Somewhat Disagree,3,Disagree,5,Strongly Agree,1,Agree,2,Agree,2,Strongly Agree,6,Agree,5,Disagree,2,Strongly Disagree,1,Agree,5,32,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,N/A,0,21,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Often,4,19,Sometimes,3,Always,5,Always,5,Always,5,Sometimes,3,21,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Slightly Agree,4,43,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Strongly Agree,4,Agree,3,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Disagree,3,Agree,1,32
